id,categorie,nom_commercial,nom_variantes,dci,dosage,forme,laboratoire,nom_ar,nom_clean,prix,pharmacien_id,61266250,"a 313 200 000 ui pour cent, pommade",pommade,cutanée,autorisation active,procédure nationale,commercialisée,12/03/1998,unnamed: 8,unnamed: 9,pharma developpement,non,product_en_url,product_ar_url,product_thumbnail,nahdi_promo_en,nahdi_promo_ar,brand_name_en,brand_name_ar,product_name_en,product_name_ar,review_count,price_after_special,price_before_special,is_global_product_certain,is_nahdi_product
,,SCIPRALEX 20MG 30CP,SCIPRALEX 20MG 30CP,,,,,,SCIPRALEX 20MG 30CP,,77563.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STARVAL 160MG 28CP,STARVAL 160MG 28CP,,,,,,STARVAL 160MG 28CP,,77564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STARVAL 80MG 28CP,STARVAL 80MG 28CP,,,,,,STARVAL 80MG 28CP,,77567.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COSTARVAL 80MG/12.5MG 28CP,COSTARVAL 80MG/12.5MG 28CP,,,,,,COSTARVAL 80MG/12.5MG 28CP,,77569.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COSTARVAL 160MG/25MG 28CP,COSTARVAL 160MG/25MG 28CP,,,,,,COSTARVAL 160MG/25MG 28CP,,77571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COSTARVAL 160MG/12.5MG 28CP,COSTARVAL 160MG/12.5MG 28CP,,,,,,COSTARVAL 160MG/12.5MG 28CP,,77573.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLAQUENIL 200MG 30CP BLANC,PLAQUENIL 200MG 30CP BLANC,,,,,,PLAQUENIL 200MG 30CP BLANC,,77574.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APCALIS 20MG 4CP (CC) (R),APCALIS 20MG 4CP (CC) (R),,,,,,APCALIS 20MG 4CP (CC) (R),,77577.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APCALIS 20MG 2CP (CC) (R),APCALIS 20MG 2CP (CC) (R),,,,,,APCALIS 20MG 2CP (CC) (R),,77578.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VITAMINE D3 BON 200000UI/1ML (CC) (H),VITAMINE D3 BON 200000UI/1ML (CC) (H),,,,,,VITAMINE D3 BON 200000UI/1ML (CC) (H),,77579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KARHLA  30MG/21CP,KARHLA  30MG/21CP,,,,,,KARHLA  30MG/21CP,,77580.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BONFIX 150MG 1CP,BONFIX 150MG 1CP,,,,,,BONFIX 150MG 1CP,,77581.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAVIVA 7.5MG 20CP,RAVIVA 7.5MG 20CP,,,,,,RAVIVA 7.5MG 20CP,,77584.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAVIVA 15MG 10CP,RAVIVA 15MG 10CP,,,,,,RAVIVA 15MG 10CP,,77585.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CICATRISEPT CREME 30ML,CICATRISEPT CREME 30ML,,,,,,CICATRISEPT CREME 30ML,,77597.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CICATRISEPT POUDRE 30G,CICATRISEPT POUDRE 30G,,,,,,CICATRISEPT POUDRE 30G,,77598.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VITALIFE 10CP EFFER,VITALIFE 10CP EFFER,,,,,,VITALIFE 10CP EFFER,,77599.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MONMAG 300MG 30GEL,MONMAG 300MG 30GEL,,,,,,MONMAG 300MG 30GEL,,77600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CALCIMAT 30CP EFFER,CALCIMAT 30CP EFFER,,,,,,CALCIMAT 30CP EFFER,,77612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEDIAKID NEZ GORGE (H),PEDIAKID NEZ GORGE (H),,,,,,PEDIAKID NEZ GORGE (H),,77617.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEDIAKID OMEGA 3,PEDIAKID OMEGA 3,,,,,,PEDIAKID OMEGA 3,,77618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEDIAKID TRANSIT DOUX,PEDIAKID TRANSIT DOUX,,,,,,PEDIAKID TRANSIT DOUX,,77619.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALVITYL TONUS B 20 CP EFFER,ALVITYL TONUS B 20 CP EFFER,,,,,,ALVITYL TONUS B 20 CP EFFER,,77620.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VITAFLEX 30GEL,VITAFLEX 30GEL,,,,,,VITAFLEX 30GEL,,77622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIORFAN 10MG 16 STS N (E),TIORFAN 10MG 16 STS N (E),,,,,,TIORFAN 10MG 16 STS N (E),,77623.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FERPLEX FOL B/10,FERPLEX FOL B/10,,,,,,FERPLEX FOL B/10,,77624.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUOFLEX 30 GELULES,DUOFLEX 30 GELULES,,,,,,DUOFLEX 30 GELULES,,77666.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUOFLEX 60 GELULES,DUOFLEX 60 GELULES,,,,,,DUOFLEX 60 GELULES,,77667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EOSINE 2 SATELLIS 60ML,EOSINE 2 SATELLIS 60ML,,,,,,EOSINE 2 SATELLIS 60ML,,77675.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALPRAZOLAM 0.5MG 30CP  MAPHAR,ALPRAZOLAM 0.5MG 30CP  MAPHAR,,,,,,ALPRAZOLAM 0.5MG 30CP  MAPHAR,,77676.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IBERTIN 1G/125MG 12 STS (H),IBERTIN 1G/125MG 12 STS (H),,,,,,IBERTIN 1G/125MG 12 STS (H),,77678.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IBERTIN 1G/125MG 16STS (H),IBERTIN 1G/125MG 16STS (H),,,,,,IBERTIN 1G/125MG 16STS (H),,77679.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IBERTIN 1G/125MG 24STS (H),IBERTIN 1G/125MG 24STS (H),,,,,,IBERTIN 1G/125MG 24STS (H),,77680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIABALEX 60MG 30CP,DIABALEX 60MG 30CP,,,,,,DIABALEX 60MG 30CP,,77694.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAGNEPREV 300 24CP,MAGNEPREV 300 24CP,,,,,,MAGNEPREV 300 24CP,,77702.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KALMILIDER 30 GELULES,KALMILIDER 30 GELULES,,,,,,KALMILIDER 30 GELULES,,77797.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KOLICARE FL COMPTE GOUTTE,KOLICARE FL COMPTE GOUTTE,,,,,,KOLICARE FL COMPTE GOUTTE,,77798.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 1G 16STS (H),CO-AMOXICLAV SP 1G 16STS (H),,,,,,CO-AMOXICLAV SP 1G 16STS (H),,77799.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 1G 12STS (H),CO-AMOXICLAV SP 1G 12STS (H),,,,,,CO-AMOXICLAV SP 1G 12STS (H),,77800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 30ML (H),CO-AMOXICLAV SP 30ML (H),,,,,,CO-AMOXICLAV SP 30ML (H),,77801.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 500MG 12STS (H),CO-AMOXICLAV SP 500MG 12STS (H),,,,,,CO-AMOXICLAV SP 500MG 12STS (H),,77802.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 60ML (H),CO-AMOXICLAV SP 60ML (H),,,,,,CO-AMOXICLAV SP 60ML (H),,77804.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-AMOXICLAV SP 500MG 16STS,CO-AMOXICLAV SP 500MG 16STS,,,,,,CO-AMOXICLAV SP 500MG 16STS,,77805.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARANESP 30MCG B/4 SERINGUES,ARANESP 30MCG B/4 SERINGUES,,,,,,ARANESP 30MCG B/4 SERINGUES,,77807.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARNIXOL CR MASSAGE 50G,ARNIXOL CR MASSAGE 50G,,,,,,ARNIXOL CR MASSAGE 50G,,77827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EMMASEPT PH 5.5 GEL ANTIS. 125ML,EMMASEPT PH 5.5 GEL ANTIS. 125ML,,,,,,EMMASEPT PH 5.5 GEL ANTIS. 125ML,,77831.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FENOLAX /30 GEL.,FENOLAX /30 GEL.,,,,,,FENOLAX /30 GEL.,,77834.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIO TALC TALC 100G,BIO TALC TALC 100G,,,,,,BIO TALC TALC 100G,,77865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRUMADEX,BRUMADEX,,,,,,BRUMADEX,,77868.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EYLEA 2MG FL 2ML,EYLEA 2MG FL 2ML,,,,,,EYLEA 2MG FL 2ML,,77915.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMBODART 0.5MG/0.4MG,COMBODART 0.5MG/0.4MG,,,,,,COMBODART 0.5MG/0.4MG,,77954.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROZAT 10 MG 28 CP,ROZAT 10 MG 28 CP,,,,,,ROZAT 10 MG 28 CP,,77956.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROZAT 20 MG  28 CP,ROZAT 20 MG  28 CP,,,,,,ROZAT 20 MG  28 CP,,77957.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VARTEX 40MG 28 CP,VARTEX 40MG 28 CP,,,,,,VARTEX 40MG 28 CP,,77959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VARTEX 80MG 28 CP,VARTEX 80MG 28 CP,,,,,,VARTEX 80MG 28 CP,,77961.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VARTEX 160 MG 28 CP,VARTEX 160 MG 28 CP,,,,,,VARTEX 160 MG 28 CP,,77963.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-VARTEX 80MG/12.5MG 28CP,CO-VARTEX 80MG/12.5MG 28CP,,,,,,CO-VARTEX 80MG/12.5MG 28CP,,77965.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-VARTEX 160MG/12.5MG 28CP,CO-VARTEX 160MG/12.5MG 28CP,,,,,,CO-VARTEX 160MG/12.5MG 28CP,,77966.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ULTIBRO 110MCG/50MCG 30GEL+1INH.,ULTIBRO 110MCG/50MCG 30GEL+1INH.,,,,,,ULTIBRO 110MCG/50MCG 30GEL+1INH.,,77967.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MELIMAG B6 /30 GEL.,MELIMAG B6 /30 GEL.,,,,,,MELIMAG B6 /30 GEL.,,77972.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-ZENOVAN 160/12.5MG /30,CO-ZENOVAN 160/12.5MG /30,,,,,,CO-ZENOVAN 160/12.5MG /30,,77973.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-ZENOVAN 160/25MG /30,CO-ZENOVAN 160/25MG /30,,,,,,CO-ZENOVAN 160/25MG /30,,77974.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZENOVAN 40MG /30,ZENOVAN 40MG /30,,,,,,ZENOVAN 40MG /30,,77975.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZENOVAN 80MG /30,ZENOVAN 80MG /30,,,,,,ZENOVAN 80MG /30,,77976.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZENOVAN 160MG /30,ZENOVAN 160MG /30,,,,,,ZENOVAN 160MG /30,,77977.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-ZENOVAN 80/12.5MG /30,CO-ZENOVAN 80/12.5MG /30,,,,,,CO-ZENOVAN 80/12.5MG /30,,77978.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEMOTONE 10 AMP BUV (P),MEMOTONE 10 AMP BUV (P),,,,,,MEMOTONE 10 AMP BUV (P),,77979.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAZAX 500MG /3 CP (H),MAZAX 500MG /3 CP (H),,,,,,MAZAX 500MG /3 CP (H),,77985.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALYSE 25MG 56GEL,ALYSE 25MG 56GEL,,,,,,ALYSE 25MG 56GEL,,77987.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALYSE 75MG 56GEL,ALYSE 75MG 56GEL,,,,,,ALYSE 75MG 56GEL,,77988.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EZIUM 20MG 14CP (R),EZIUM 20MG 14CP (R),,,,,,EZIUM 20MG 14CP (R),,77989.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EZIUM 20MG 28GEL (R),EZIUM 20MG 28GEL (R),,,,,,EZIUM 20MG 28GEL (R),,77990.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EZIUM 20MG 7GEL (R),EZIUM 20MG 7GEL (R),,,,,,EZIUM 20MG 7GEL (R),,77991.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EZIUM 40MG 14GEL (R),EZIUM 40MG 14GEL (R),,,,,,EZIUM 40MG 14GEL (R),,77992.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EZIUM 40MG 28CP (R),EZIUM 40MG 28CP (R),,,,,,EZIUM 40MG 28CP (R),,77993.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOREUS SOL BUV 60ML (P),LOREUS SOL BUV 60ML (P),,,,,,LOREUS SOL BUV 60ML (P),,77995.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOREUS 5MG 15CP (P),LOREUS 5MG 15CP (P),,,,,,LOREUS 5MG 15CP (P),,77996.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOREUS 5MG 30CP (P),LOREUS 5MG 30CP (P),,,,,,LOREUS 5MG 30CP (P),,77997.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOREUS 5MG 7CP (P),LOREUS 5MG 7CP (P),,,,,,LOREUS 5MG 7CP (P),,77998.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VALPHI 160MG 28CP,VALPHI 160MG 28CP,,,,,,VALPHI 160MG 28CP,,78001.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VALPHI 80MG 28CP,VALPHI 80MG 28CP,,,,,,VALPHI 80MG 28CP,,78003.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VALPHI PLUS 160/12.5MG 28CP,VALPHI PLUS 160/12.5MG 28CP,,,,,,VALPHI PLUS 160/12.5MG 28CP,,78004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VALPHI PLUS 160/25MG 28CP,VALPHI PLUS 160/25MG 28CP,,,,,,VALPHI PLUS 160/25MG 28CP,,78005.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VALPHI PLUS 80/12.5MG 28CP,VALPHI PLUS 80/12.5MG 28CP,,,,,,VALPHI PLUS 80/12.5MG 28CP,,78006.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTIMAX PILULIER 45CP,ARTIMAX PILULIER 45CP,,,,,,ARTIMAX PILULIER 45CP,,78009.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FERIMAT 30GEL,FERIMAT 30GEL,,,,,,FERIMAT 30GEL,,78018.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METRINELLE 2MG 28CP,METRINELLE 2MG 28CP,,,,,,METRINELLE 2MG 28CP,,78020.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZIVLOX 400MG 5P (H),ZIVLOX 400MG 5P (H),,,,,,ZIVLOX 400MG 5P (H),,78021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZIVLOX 400MG 7CP (H),ZIVLOX 400MG 7CP (H),,,,,,ZIVLOX 400MG 7CP (H),,78022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REMSIMA 100MG INJ,REMSIMA 100MG INJ,,,,,,REMSIMA 100MG INJ,,78032.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OCUYAL 0.13% 10ML,OCUYAL 0.13% 10ML,,,,,,OCUYAL 0.13% 10ML,,78034.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OCUYAL GEL 0.30% 10ML,OCUYAL GEL 0.30% 10ML,,,,,,OCUYAL GEL 0.30% 10ML,,78035.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NORMIX 200MG 12CP,NORMIX 200MG 12CP,,,,,,NORMIX 200MG 12CP,,78037.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VISMED MULTI FL 10ML,VISMED MULTI FL 10ML,,,,,,VISMED MULTI FL 10ML,,78040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VISMED 20 UNID. X0.3ML,VISMED 20 UNID. X0.3ML,,,,,,VISMED 20 UNID. X0.3ML,,78041.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO-VARTEX 160MG/25MG 28 CP,CO-VARTEX 160MG/25MG 28 CP,,,,,,CO-VARTEX 160MG/25MG 28 CP,,78044.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 2MG 90CP,GLYNORM 2MG 90CP,,,,,,GLYNORM 2MG 90CP,,78045.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 1MG 90CP,GLYNORM 1MG 90CP,,,,,,GLYNORM 1MG 90CP,,78046.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 0.5MG 90CP,GLYNORM 0.5MG 90CP,,,,,,GLYNORM 0.5MG 90CP,,78047.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 2MG 30CP,GLYNORM 2MG 30CP,,,,,,GLYNORM 2MG 30CP,,78048.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 1MG 30CP,GLYNORM 1MG 30CP,,,,,,GLYNORM 1MG 30CP,,78049.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYNORM 0.5MG 30CP,GLYNORM 0.5MG 30CP,,,,,,GLYNORM 0.5MG 30CP,,78050.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOMIFER SP 200ML,NOMIFER SP 200ML,,,,,,NOMIFER SP 200ML,,78053.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RISPERIDONE GT 1MG 60CP,RISPERIDONE GT 1MG 60CP,,,,,,RISPERIDONE GT 1MG 60CP,,78059.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RISPERIDONE GT 2MG 60CP,RISPERIDONE GT 2MG 60CP,,,,,,RISPERIDONE GT 2MG 60CP,,78060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RISPERIDONE GT 3MG 60CP,RISPERIDONE GT 3MG 60CP,,,,,,RISPERIDONE GT 3MG 60CP,,78061.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WELLKID BABY SP 150ML,WELLKID BABY SP 150ML,,,,,,WELLKID BABY SP 150ML,,78062.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEPTOGERM SPRAY PLUS (E),SEPTOGERM SPRAY PLUS (E),,,,,,SEPTOGERM SPRAY PLUS (E),,78064.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BICALUTAMIDE GT 50MG B/30 (SP),BICALUTAMIDE GT 50MG B/30 (SP),,,,,,BICALUTAMIDE GT 50MG B/30 (SP),,78121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COERIL 4MG 30CP,COERIL 4MG 30CP,,,,,,COERIL 4MG 30CP,,78122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COERIL 8MG 30CP,COERIL 8MG 30CP,,,,,,COERIL 8MG 30CP,,78123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRADAXA 110MG 60GEL,PRADAXA 110MG 60GEL,,,,,,PRADAXA 110MG 60GEL,,78124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRADAXA 110MG 30GEL,PRADAXA 110MG 30GEL,,,,,,PRADAXA 110MG 30GEL,,78125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRADAXA 150MG 60GEL,PRADAXA 150MG 60GEL,,,,,,PRADAXA 150MG 60GEL,,78126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DERMASEPT 250ML GEL LAVANT,DERMASEPT 250ML GEL LAVANT,,,,,,DERMASEPT 250ML GEL LAVANT,,78135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DERMASEPT 125ML GEL LAVANT,DERMASEPT 125ML GEL LAVANT,,,,,,DERMASEPT 125ML GEL LAVANT,,78136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECIAL KID APPETIT,SPECIAL KID APPETIT,,,,,,SPECIAL KID APPETIT,,78138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECIAL KID MULTIVITAMINES,SPECIAL KID MULTIVITAMINES,,,,,,SPECIAL KID MULTIVITAMINES,,78139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPECIAL KID NEZ GORGE,SPECIAL KID NEZ GORGE,,,,,,SPECIAL KID NEZ GORGE,,78140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OLYNZA 10MG 30CP,OLYNZA 10MG 30CP,,,,,,OLYNZA 10MG 30CP,,78142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OLYNZA 5MG 30CP,OLYNZA 5MG 30CP,,,,,,OLYNZA 5MG 30CP,,78143.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AVAQUIN 500MG 7CP (H),AVAQUIN 500MG 7CP (H),,,,,,AVAQUIN 500MG 7CP (H),,78144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLYNORM 1MG 30CP,POLYNORM 1MG 30CP,,,,,,POLYNORM 1MG 30CP,,78145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLYNORM 2MG 30CP,POLYNORM 2MG 30CP,,,,,,POLYNORM 2MG 30CP,,78147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLYNORM 2MG 90CP,POLYNORM 2MG 90CP,,,,,,POLYNORM 2MG 90CP,,78148.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MARIGOLD CREME 50ML,MARIGOLD CREME 50ML,,,,,,MARIGOLD CREME 50ML,,78189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEOCLAV 1G/125MG 24STS (H),NEOCLAV 1G/125MG 24STS (H),,,,,,NEOCLAV 1G/125MG 24STS (H),,78190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALPERIDE 400MG 30CP,ALPERIDE 400MG 30CP,,,,,,ALPERIDE 400MG 30CP,,78191.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANAPRED 20MG 20CP (H),ANAPRED 20MG 20CP (H),,,,,,ANAPRED 20MG 20CP (H),,78192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANAPRED 20MG 30CP (H),ANAPRED 20MG 30CP (H),,,,,,ANAPRED 20MG 30CP (H),,78193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AINARA GEL HYDRATANT VAGINAL 30G,AINARA GEL HYDRATANT VAGINAL 30G,,,,,,AINARA GEL HYDRATANT VAGINAL 30G,,78195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZENOXIA 15MG 20CP (CC) (H),ZENOXIA 15MG 20CP (CC) (H),,,,,,ZENOXIA 15MG 20CP (CC) (H),,78196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZENOXIA 7.5MG 20CP (CC) (H),ZENOXIA 7.5MG 20CP (CC) (H),,,,,,ZENOXIA 7.5MG 20CP (CC) (H),,78197.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYCOPHENOLATE NORMON 500MG /50CP (SP),MYCOPHENOLATE NORMON 500MG /50CP (SP),,,,,,MYCOPHENOLATE NORMON 500MG /50CP (SP),,78198.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIGRIX 10MG 6CP,MIGRIX 10MG 6CP,,,,,,MIGRIX 10MG 6CP,,78200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STANORM 10MG 30CP,STANORM 10MG 30CP,,,,,,STANORM 10MG 30CP,,78201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STANORM 20MG 30CP,STANORM 20MG 30CP,,,,,,STANORM 20MG 30CP,,78202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOTRET 10MG 30GEL,SOTRET 10MG 30GEL,,,,,,SOTRET 10MG 30GEL,,78208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOTRET 20MG 30GEL,SOTRET 20MG 30GEL,,,,,,SOTRET 20MG 30GEL,,78210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 20 MG 7 GEL (R),IPPSIUM 20 MG 7 GEL (R),,,,,,IPPSIUM 20 MG 7 GEL (R),,78225.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 20 MG 14 GEL (R),IPPSIUM 20 MG 14 GEL (R),,,,,,IPPSIUM 20 MG 14 GEL (R),,78226.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 20 MG 28 GEL (R),IPPSIUM 20 MG 28 GEL (R),,,,,,IPPSIUM 20 MG 28 GEL (R),,78227.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 40 MG 7 GEL (R),IPPSIUM 40 MG 7 GEL (R),,,,,,IPPSIUM 40 MG 7 GEL (R),,78228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 40 MG 14 GEL (R),IPPSIUM 40 MG 14 GEL (R),,,,,,IPPSIUM 40 MG 14 GEL (R),,78229.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IPPSIUM 40 MG 28 GEL (R),IPPSIUM 40 MG 28 GEL (R),,,,,,IPPSIUM 40 MG 28 GEL (R),,78230.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZAURAC 20MG 7GEL,ZAURAC 20MG 7GEL,,,,,,ZAURAC 20MG 7GEL,,78237.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZAURAC 20MG 14CP,ZAURAC 20MG 14CP,,,,,,ZAURAC 20MG 14CP,,78238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZAURAC 20MG 28GEL,ZAURAC 20MG 28GEL,,,,,,ZAURAC 20MG 28GEL,,78239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANTY ROLL-ON,ANTY ROLL-ON,,,,,,ANTY ROLL-ON,,78240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LISOFER 30GEL,LISOFER 30GEL,,,,,,LISOFER 30GEL,,78243.0,,,,,,,,,,,,,,,,,,,,,,,,,,
