id,categorie,nom_commercial,nom_variantes,dci,dosage,forme,laboratoire,nom_ar,nom_clean,prix,pharmacien_id,61266250,"a 313 200 000 ui pour cent, pommade",pommade,cutanée,autorisation active,procédure nationale,commercialisée,12/03/1998,unnamed: 8,unnamed: 9,pharma developpement,non,product_en_url,product_ar_url,product_thumbnail,nahdi_promo_en,nahdi_promo_ar,brand_name_en,brand_name_ar,product_name_en,product_name_ar,review_count,price_after_special,price_before_special,is_global_product_certain,is_nahdi_product
3837.0,,REMERON 30,REMERON 30,MIRTAZAPINE,30MG,COMPRIME ENROBE SECABLE,,,REMERON 30,170.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840.0,,CURTEC,CURTEC,CETIRIZINE,1MG,SOLUTION BUVABLE,,,CURTEC,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843.0,,ENALAPRIL /HCTZ GT,ENALAPRIL /HCTZ GT,ENALAPRIL / HYDROCHLOROTHIAZIDE,20 / 12.5MG / MG,COMPRIME SECABLE,,,ENALAPRIL /HCTZ GT,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845.0,,NIVAQUINE,NIVAQUINE,CHLOROQUINE,100MG,COMPRIME SECABLE,,,NIVAQUINE,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846.0,,DIURIMAT,DIURIMAT,INDAPAMIDE,2.5MG,COMPRIME,,,DIURIMAT,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853.0,,ACTONEL,ACTONEL,RISEDRONATE,5MG,COMPRIME PELLICULE,,,ACTONEL,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855.0,,FUMAFER,FUMAFER,FER,66MG,COMPRIME PELLICULE,,,FUMAFER,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860.0,,KONAKION MM,KONAKION MM,PHYTOMENADIONE,10MG,SOLUTION BUVABLE ET INJECTABLE,,,KONAKION MM,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861.0,,TAMOXIFENE GT 20 MG,TAMOXIFENE GT 20 MG,TAMOXIFENE,20MG,COMPRIME,,,TAMOXIFENE GT 20 MG,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863.0,,XANAX,XANAX,ALPRAZOLAM,0.5MG,COMPRIME SECABLE,,,XANAX,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865.0,,"UN-ALFA 0,25 µG","UN-ALFA 0,25 µG",ALFACALCIDOL,0.25µG,CAPSULE,,,"UN-ALFA 0,25 ΜG",74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872.0,,MEDIZAPIN 2.5MG,MEDIZAPIN 2.5MG,OLANZAPINE,2.5MG,COMPRIME PELLICULE,,,MEDIZAPIN 2.5MG,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875.0,,RHINALLERGY,RHINALLERGY,SOUCHE HOMEOPATHIQUE,,COMPRIME A SUCER,,,RHINALLERGY,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876.0,,HOMEOPATHIQUES UNITAIRES,HOMEOPATHIQUES UNITAIRES,SOUCHE HOMEOPATHIQUE,,DOSE GLOBULE,,,HOMEOPATHIQUES UNITAIRES,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877.0,,STRATTERA 60 MG,STRATTERA 60 MG,ATOMOXETINE,60MG,GELULE,,,STRATTERA 60 MG,1066.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878.0,,POLERY ENF.,POLERY ENF.,ERYSIMUM / PHOLCODINE,29.6 / 1MG / MG,SIROP,,,POLERY ENF.,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879.0,,LORASEC,LORASEC,LOPERAMIDE,2MG,GELULE,,,LORASEC,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880.0,,ACTAPULGITE NOURRISSONS,ACTAPULGITE NOURRISSONS,ATTAPULGITE DE MORMOIRON ACTIVEE,1G,POUDRE POUR SUSPENSION BUVABLE,,,ACTAPULGITE NOURRISSONS,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881.0,,ETOPOSIDE MYLAN,ETOPOSIDE MYLAN,ETOPOSIDE,100MG,SOLUTION A DILUER POUR PERFUSION,,,ETOPOSIDE MYLAN,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883.0,,CLENIL FORTE,CLENIL FORTE,BECLOMETASONE,250µG,SOLUTION POUR INHALATION BUCCALE,,,CLENIL FORTE,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884.0,,HEMOPUR A1,HEMOPUR A1,CONCENTRE POUR HEMODIALYSE,,SOLUTION POUR HEMODIALYSE,,,HEMOPUR A1,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886.0,,ATEPADENE,ATEPADENE,ADENOSINE TRIPHOSPHATE,30MG,GELULE,,,ATEPADENE,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888.0,,CONVERTAL,CONVERTAL,CAPTOPRIL,50MG,COMPRIME,,,CONVERTAL,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890.0,,KEFOTAX,KEFOTAX,CEFOTAXIME,1G,PREPARATION INJECTABLE,,,KEFOTAX,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893.0,,SICCAPROTECT,SICCAPROTECT,DEXPANTHENOL / ALCOOL POLYVINYLIQUE,30 / 14MG / MG,COLLYRE,,,SICCAPROTECT,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895.0,,PSYTRAL,PSYTRAL,SERTRALINE,50MG,COMPRIME PELLICULE,,,PSYTRAL,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896.0,,NORCURON,NORCURON,VECURONIUM,4MG,POUDRE POUR SOLUTION INJECTABLE,,,NORCURON,921.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900.0,,FELDENE FAST,FELDENE FAST,PIROXICAM,20MG,COMPRIME SUBLINGUAL,,,FELDENE FAST,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902.0,,HISTAZINE,HISTAZINE,PROMETHAZINE,50MG,SOLUTION INJECTABLE,,,HISTAZINE,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905.0,,TOFRANIL,TOFRANIL,IMIPRAMINE,25MG,COMPRIME ENROBE,,,TOFRANIL,57.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906.0,,ESTRADERM,ESTRADERM,ESTRADIOL,0.75MG,DISPOSITIF TRANSDERMIQUE,,,ESTRADERM,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909.0,,ENDOXAN 500 MG,ENDOXAN 500 MG,CYCLOPHOSPHAMIDE,500MG,POUDRE POUR SOLUTION INJECTABLE IV,,,ENDOXAN 500 MG,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911.0,,AMLOR PLUS 10MG/10MG,AMLOR PLUS 10MG/10MG,AMLODIPINE / ATORVASTATINE,10 / 10MG / MG,COMPRIME PELLICULE,,,AMLOR PLUS 10MG/10MG,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912.0,,PULMOFLUIDE AD,PULMOFLUIDE AD,BENZOATE DE SODIUM / TERPINE,2000 / 250MG / MG,SOLUTION BUVABLE,,,PULMOFLUIDE AD,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913.0,,FLUSKIN,FLUSKIN,FLUOCINONIDE,2.7%,GEL,,,FLUSKIN,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914.0,,RIMEVAX,RIMEVAX,VACCIN ANTIROUGEOLEUX,,PREPARATION INJECTABLE,,,RIMEVAX,72.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915.0,,HOSTACYCLINE,HOSTACYCLINE,TETRACYCLINE,500MG,COMPRIME,,,HOSTACYCLINE,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918.0,,ERLUS 2.5MG/5ML,ERLUS 2.5MG/5ML,DESLORATADINE,2.5MG,SIROP,,,ERLUS 2.5MG/5ML,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919.0,,COLLU-HEXTRIL,COLLU-HEXTRIL,HEXETIDINE,0.2G,COLLUTOIRE,,,COLLU-HEXTRIL,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921.0,,HYDRALIN,HYDRALIN,PERBORATE DE SODIUM / BORAX,432 / 882MG / MG,POUDRE POUR SOLUTION GYNECOLOGIQUE,,,HYDRALIN,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924.0,,RESINCALCIO,RESINCALCIO,CALCIUM POLYSTYRENE SULFONATE,99.75G/100G,POUDRE POUR SUSPENSION BUVABLE,,,RESINCALCIO,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927.0,,TAU-KIT TEST D HALEINE A L UREE -13C POU,TAU-KIT TEST D HALEINE A L UREE -13C POU,UREE,100MG,COMPRIME,,,TAU-KIT TEST D HALEINE A L UREE -13C POU,517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929.0,,FORENE (H),FORENE (H),ISOFLURANE,100ML,SOLUTION POUR INHALATION,,,FORENE (H),0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932.0,,BLEOMYCINE BELLON,BLEOMYCINE BELLON,BLEOMYCINE,15MG,POUDRE POUR SOLUTION INJECTABLE,,,BLEOMYCINE BELLON,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936.0,,ALGOFENE 20 MG/ML,ALGOFENE 20 MG/ML,IBUPROFENE,100MG,SUSPENSION BUVABLE,,,ALGOFENE 20 MG/ML,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942.0,,SIMVASTATINE WIN 40 MG,SIMVASTATINE WIN 40 MG,SIMVASTATINE,40MG,COMPRIME PELLICULE SECABLE,,,SIMVASTATINE WIN 40 MG,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945.0,,HEPARINE SODIQUE LEURQUIN,HEPARINE SODIQUE LEURQUIN,HEPARINE SODIQUE,25000UI,SOLUTION INJECTABLE,,,HEPARINE SODIQUE LEURQUIN,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947.0,,NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON,NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5MG / MG,POUDRE POUR SUSPENSION BUVABLE,,,NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953.0,,ICIN 0.3 %,ICIN 0.3 %,CIPROFLOXACINE,0.3%,COLLYRE,,,ICIN 0.3 %,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955.0,,ROMAC,ROMAC,ROXITHROMYCINE,300MG,COMPRIME SECABLE,,,ROMAC,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956.0,,GASTROP,GASTROP,CIMETIDINE,200MG,COMPRIME,,,GASTROP,165.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964.0,,PARGINE,PARGINE,ASPARTATE D'ARGININE,5G,SOLUTION BUVABLE,,,PARGINE,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965.0,,GLYCEMAT 30 MG LM,GLYCEMAT 30 MG LM,GLICLAZIDE,30MG,COMPRIME LM,,,GLYCEMAT 30 MG LM,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967.0,,FLUOCARIL BF 2000,FLUOCARIL BF 2000,FLUORURE DE SODIUM,2G,GEL DENTIFRICE,,,FLUOCARIL BF 2000,172.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973.0,,PROTOS,PROTOS,RANELATE DE STRONTIUM,2G,GRANULE POUR SUSPENSION BUVABLE,,,PROTOS,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976.0,,STRATTERA 10 MG,STRATTERA 10 MG,ATOMOXETINE,10MG,GELULE,,,STRATTERA 10 MG,266.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982.0,,ACETATE EM 138,ACETATE EM 138,CONCENTRE POUR HEMODIALYSE,,SOLUTE CONCENTRE,,,ACETATE EM 138,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983.0,,MUCOLATOR,MUCOLATOR,ACETYLCYSTEINE,200MG,GRANULE POUR SUSPENSION BUVABLE,,,MUCOLATOR,43.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984.0,,MINULET,MINULET,GESTODENE / ETHINYLESTRADIOL,0.075 / 0.03MG / MG,COMPRIME ENROBE,,,MINULET,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985.0,,MORUPAR,MORUPAR,VACCIN R.O.R,,PREPARATION INJECTABLE,,,MORUPAR,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986.0,,ZIACAINE 2 % SPECIALE,ZIACAINE 2 % SPECIALE,LIDOCAINE,36MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,,,ZIACAINE 2 % SPECIALE,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990.0,,NARCOZEP,NARCOZEP,FLUNITRAZEPAM,1MG,SOLUTION A DILUER POUR SOLUTION INJECTABLE,,,NARCOZEP,127.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993.0,,RABIPUR,RABIPUR,VACCIN ANTIRABIQUE,,PREPARATION INJECTABLE,,,RABIPUR,273.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994.0,,LUTENYL,LUTENYL,NOMEGESTROL,5MG,COMPRIME SECABLE,,,LUTENYL,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999.0,,SEPTEAL,SEPTEAL,CHLORHEXIDINE,500MG,SOLUTION POUR APPLICATION LOCALE,,,SEPTEAL,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001.0,,BICARBONATE SLF244,BICARBONATE SLF244,CONCENTRE POUR HEMODIALYSE,,SOLUTE CONCENTRE,,,BICARBONATE SLF244,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005.0,,IKARAN LP,IKARAN LP,DIHYDROERGOTAMINE,5MG,COMPRIME LP,,,IKARAN LP,93.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006.0,,NIMOTOP,NIMOTOP,NIMODIPINE,10MG,SOLUTION POUR PERFUSION,,,NIMOTOP,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011.0,,INTRALGIS SUSPENSION PEDIATRIQUE,INTRALGIS SUSPENSION PEDIATRIQUE,IBUPROFENE,2%,SUSPENSION BUVABLE,,,INTRALGIS SUSPENSION PEDIATRIQUE,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013.0,,PROZAC,PROZAC,FLUOXETINE,20MG,GELULE,,,PROZAC,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014.0,,DOXICAN,DOXICAN,TENOXICAM,20MG,GELULE,,,DOXICAN,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017.0,,BIPROL POLYMEDIC,BIPROL POLYMEDIC,BISOPROLOL,10MG,COMPRIME PELLICULE SECABLE,,,BIPROL POLYMEDIC,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019.0,,IPOSEC,IPOSEC,LANSOPRAZOLE,30MG,GELULE GASTRO-RESISTANTE,,,IPOSEC,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021.0,,DIGESTINE,DIGESTINE,METOCLOPRAMIDE,16MG,GELULE,,,DIGESTINE,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022.0,,ALIMTA,ALIMTA,PEMETREXED,100MG,POUDRE POUR SOLUTION POUR PERFUSION,,,ALIMTA,11999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023.0,,TRIELLA,TRIELLA,NORETHISTERONE / ETHINYLESTRADIOL,0.5 / 35MG / µG,COMPRIME,,,TRIELLA,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027.0,,VIBRA 200,VIBRA 200,DOXYCYCLINE,200MG,COMPRIME,,,VIBRA 200,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031.0,,DOLI PEDIATRIQUE,DOLI PEDIATRIQUE,PARACETAMOL,3%,SOLUTION BUVABLE,,,DOLI PEDIATRIQUE,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036.0,,KONAKION MM PAEDIATRIC,KONAKION MM PAEDIATRIC,PHYTOMENADIONE,2MG,SOLUTION BUVABLE ET INJECTABLE,,,KONAKION MM PAEDIATRIC,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037.0,,"INNOHEP 2500 UI ANTI-XA/0,25 ML","INNOHEP 2500 UI ANTI-XA/0,25 ML",TINZAPARINE,2500UI,SOLUTION INJECTABLE,,,"INNOHEP 2500 UI ANTI-XA/0,25 ML",77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039.0,,UTEPLEX,UTEPLEX,ACIDE URIDIQUE / 5-TRIPHOSPHORIQUE,2 / 2MG / MG,SOLUTION BUVABLE,,,UTEPLEX,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042.0,,GLUCOPHAGE 1000,GLUCOPHAGE 1000,METFORMINE,1000MG,COMPRIME PELLICULE,,,GLUCOPHAGE 1000,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043.0,,DOLOSTOP,DOLOSTOP,PARACETAMOL,500MG,COMPRIME,,,DOLOSTOP,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044.0,,VERMOX,VERMOX,MEBENDAZOLE,100MG,COMPRIME,,,VERMOX,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045.0,,BICARBONATE SLF92,BICARBONATE SLF92,CONCENTRE POUR HEMODIALYSE,,SOLUTE CONCENTRE,,,BICARBONATE SLF92,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047.0,,INSULET RAPIDE,INSULET RAPIDE,INSULINE HUMAINE,100UI,SOLUTION INJECTABLE,,,INSULET RAPIDE,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048.0,,FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML,FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML,FACTEUR VIII,500UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,,,FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML,1863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049.0,,EXTENCILLINE,EXTENCILLINE,BENZATHINE BENZYLPENICILLINE,1.2MUI,POUDRE POUR SUSPENSION INJECTABLE,,,EXTENCILLINE,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052.0,,DOLIRHUME,DOLIRHUME,PARACETAMOL / PSEUDOEPHEDRINE,500 / 300MG / MG,COMPRIME,,,DOLIRHUME,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053.0,,INIPOMP,INIPOMP,PANTOPRAZOLE,40MG,COMPRIME ENROBE GASTRO-RESISTANT,,,INIPOMP,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055.0,,LOCAPRED,LOCAPRED,DESONIDE,0.1%,CREME,,,LOCAPRED,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059.0,,INALAP 20 MG,INALAP 20 MG,ENALAPRIL,20MG,COMPRIME,,,INALAP 20 MG,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060.0,,MEXINE 500 MG,MEXINE 500 MG,CIPROFLOXACINE,500MG,COMPRIME PELLICULE,,,MEXINE 500 MG,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061.0,,MEXINE 750 MG,MEXINE 750 MG,CIPROFLOXACINE,750MG,COMPRIME PELLICULE,,,MEXINE 750 MG,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063.0,,PREVENAR,PREVENAR,POLYOSIDES PNEUMOCOCCIQUES,,SUSPENSION INJECTABLE,,,PREVENAR,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069.0,,OLICLINOMEL N6-900E,OLICLINOMEL N6-900E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,,SOLUTION ET EMULSION POUR PERFUSION,,,OLICLINOMEL N6-900E,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080.0,,DORMICUM,DORMICUM,MIDAZOLAM,5MG/5ML,SOLUTION INJECTABLE,,,DORMICUM,194.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085.0,,MEGASFON 80 MG,MEGASFON 80 MG,PHLOROGLUCINOL,80MG,COMPRIME ORODISPERSIBLE,,,MEGASFON 80 MG,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086.0,,PIMLO 5MG,PIMLO 5MG,AMLODIPINE,5MG,COMPRIME,,,PIMLO 5MG,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089.0,,BIPRETERAX,BIPRETERAX,INDAPAMIDE / PERINDOPRIL,1.25 / 4MG / MG,COMPRIME,,,BIPRETERAX,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091.0,,MUCOCIL AD,MUCOCIL AD,CARBOCYSTEINE,5%,SOLUTION BUVABLE,,,MUCOCIL AD,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092.0,,TROPHIRES COMPOSE ADULTES,TROPHIRES COMPOSE ADULTES,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,110 / 450MG / MG,SUPPOSITOIRE,,,TROPHIRES COMPOSE ADULTES,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093.0,,SIFROL 0.52 MG,SIFROL 0.52 MG,PRAMIPEXOLE,0.52MG,COMPRIME LP,,,SIFROL 0.52 MG,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095.0,,MIRCERA 75 µG/0.3 ML,MIRCERA 75 µG/0.3 ML,EPOETINE BETA,75µG,SOLUTION INJECTABLE,,,MIRCERA 75 ΜG/0.3 ML,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096.0,,IMATEC,IMATEC,IMATINIB,100MG,GELULE,,,IMATEC,3800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109.0,,ARIXTRA 7.5 MG/0.6 ML,ARIXTRA 7.5 MG/0.6 ML,FONDAPARINUX SODIQUE,7.5MG,SOLUTION INJECTABLE,,,ARIXTRA 7.5 MG/0.6 ML,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112.0,,VENULA 200MG,VENULA 200MG,HYDROSMINE,200MG,GELULE,,,VENULA 200MG,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114.0,,LEVOFLOXACINE GT,LEVOFLOXACINE GT,LEVOFLOXACINE,500MG,COMPRIME PELLICULE,,,LEVOFLOXACINE GT,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115.0,,DOLAMINE,DOLAMINE,PARACETAMOL / CAFEINE,400 / 25MG / MG,COMPRIME SECABLE,,,DOLAMINE,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124.0,,CARBOXYL,CARBOXYL,CARBOCYSTEINE,2%,SIROP,,,CARBOXYL,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125.0,,ACETATE SLF 86,ACETATE SLF 86,CONCENTRE POUR HEMODIALYSE,,SOLUTE CONCENTRE,,,ACETATE SLF 86,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126.0,,OEDES 40MG,OEDES 40MG,OMEPRAZOLE,40MG,LYOPHILISAT POUR SOLUTION INJECTABLE,,,OEDES 40MG,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127.0,,CO-TRIM,CO-TRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,200 / 40MG / MG,SUSPENSION BUVABLE,,,CO-TRIM,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129.0,,ESTRAPATCH 40 µG/24 HEURES,ESTRAPATCH 40 µG/24 HEURES,ESTRADIOL,1.25MG,DISPOSITIF TRANSDERMIQUE,,,ESTRAPATCH 40 ΜG/24 HEURES,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130.0,,STALEVO 100/25/200 MG,STALEVO 100/25/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 100 / 27.50MG / MG / MG,COMPRIME PELLICULE,,,STALEVO 100/25/200 MG,1196.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132.0,,AVD VIT B1 C DEROL ADULTE,AVD VIT B1 C DEROL ADULTE,ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1),400 / 2MG / MG,COMPRIME,,,AVD VIT B1 C DEROL ADULTE,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133.0,,VOMISTOP 20 MG,VOMISTOP 20 MG,METOCLOPRAMIDE,20MG,SUPPOSITOIRE,,,VOMISTOP 20 MG,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134.0,,ORUVAIL,ORUVAIL,KETOPROFENE,200MG,GELULE LP,,,ORUVAIL,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136.0,,SKINOSONE,SKINOSONE,BETAMETHASONE,0.05%,POMMADE,,,SKINOSONE,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140.0,,FUCITHALMIC,FUCITHALMIC,ACIDE FUSIDIQUE,1%,GEL OPHTALMIQUE,,,FUCITHALMIC,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142.0,,TIAFLAM 100MG,TIAFLAM 100MG,ACIDE TIAPROFENIQUE,100MG,COMPRIME,,,TIAFLAM 100MG,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144.0,,EXFORGE 5 MG /160 MG,EXFORGE 5 MG /160 MG,AMLODIPINE / VALSARTAN,5 / 160MG / MG,COMPRIME PELLICULE,,,EXFORGE 5 MG /160 MG,190.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145.0,,ESAC 40MG,ESAC 40MG,ESOMEPRAZOLE,40MG,GELULE,,,ESAC 40MG,226.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147.0,,CEFTRIAXONE MYLAN IM 500 MG/2 ML,CEFTRIAXONE MYLAN IM 500 MG/2 ML,CEFTRIAXONE,500MG,POUDRE POUR SOLUTION INJECTABLE,,,CEFTRIAXONE MYLAN IM 500 MG/2 ML,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157.0,,MEDIZAPIN,MEDIZAPIN,OLANZAPINE,10MG,COMPRIME PELLICULE,,,MEDIZAPIN,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160.0,,BISOLVOMYCINE,BISOLVOMYCINE,TETRACYCLINE / BROMHEXINE,250 / 4MG / MG,COMPRIME DRAGEIFIE,,,BISOLVOMYCINE,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164.0,,NURAVIT,NURAVIT,CYPROHEPTADINE / THIAMINE (VITAMINE B1),0.08 / 0.012G / G,SIROP,,,NURAVIT,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165.0,,PRASTENOR 20MG,PRASTENOR 20MG,PRAVASTATINE,20MG,COMPRIME SECABLE,,,PRASTENOR 20MG,380.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170.0,,CATALGINE ADULTE,CATALGINE ADULTE,ACIDE ACETYLSALICYLIQUE,1G,POUDRE POUR SOLUTION BUVABLE,,,CATALGINE ADULTE,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
